Name,CDSName,RA,Dec,ra1,ra2,ra3,RA_dec,RA_radians,sde,de1,de2,de3,de_dec,Dec_radians,LongGal,LatGal,B,V,B-V,B0-V0,EB-V,OType,Sp,Sp_s,Miles
HD 32630 ,eta Aur,"05 06 30,89337","+41 14 04,1127",05,06,30.9,76.628722375,1.3374235070404,+,41,14,04.1,41.23447575,0.719677367171258,165.3538,0.2717,3.012,3.158,-0.146,-0.2,0.05,PM*,B3V,B3,
HD 32964 , 66 Eri,"05 06 45,65314","-04 39 18,5939",05,06,45.7,76.6902214166667,1.3384968678043,-,04,39,18.6,-4.65516497222222,-0.081247955988788,204.7757,-25.3546,5.05,5.097,-0.047,-0.07,0.02,RotV*alf2CVn,"B9V+,,,",B9,
HD 32977 ,l Tau,"05 07 48,39995","+20 25 06,1646",05,07,48.4,76.9516664583333,1.3430599445944,+,20,25,06.2,20.4183790555556,0.356367942439695,182.3991,-11.8497,5.38,5.28,0.1,0.15,-0.05,PM*,A5V,A5,
HD 32990 ,103 Tau,"05 08 06,62291","+24 15 54,6314",05,08,06.6,77.0275954583333,1.34438515564215,+,24,15,54.6,24.2651753888889,0.423507204110007,179.2494,-9.5637,5.532,5.504,0.028,-0.24,0.27,SB*,B2V,B2,
HD 32991 ,105 Tau,"05 07 55,43645","+21 42 17,3651",05,07,55.4,76.9809852083333,1.34357165331447,+,21,42,17.4,21.7048236388889,0.378820636063308,181.3428,-11.0855,6.08,5.92,0.16,-0.24,0.40,Be*,B2Ve,B2,
HD 33224 ,HD 33224,"05 08 20,19029","-08 39 55,1671",05,08,20.2,77.0841262083333,1.34537180335827,-,08,39,55.2,-8.66532419444444,-0.151238437945781,208.9524,-26.8263,5.72,5.78,-0.06,-0.11,0.05,Star,B8V,B8,
HD 33541 ,HD 33541,"05 18 13,23565","+73 16 05,0458",05,18,13.2,79.5551485416667,1.38849927896525,+,73,16,05.0,73.2680682777778,1.27876902802323,139.2312,19.5916,5.79,5.83,-0.04,-0.01,-0.03,Star,A0V,A0,
HD 3369  ,pi. And,"00 36 52,84926","+33 43 09,6384",00,36,52.8,9.22020525,0.160922939322167,+,33,43,09.6,33.719344,0.588513574412595,119.4693,-29.0545,4.223,4.335,-0.112,-0.16,0.05,SB*,B5V,B5,
HD 33802 ,iot Lep,"05 12 17,90190","-11 52 09,1863",05,12,17.9,78.07459125,1.36265867946126,-,11,52,09.2,-11.8692184166667,-0.207156941009182,212.6729,-27.3164,4.366,4.457,-0.091,-0.11,0.02,**,B8V,B8,
HD 33949 ,kap Lep,"05 13 13,87761","-12 56 28,6463",05,13,13.9,78.307823375,1.36672934796393,-,12,56,28.6,-12.9412906388889,-0.225868131106132,213.8794,-27.5503,4.327,4.421,-0.094,-0.13,0.04,**,B7V,B7,
HD 34078 ,HD 34078,"05 16 18,15000","+34 18 44,3455",05,16,18.2,79.075625,1.38013001432234,+,34,18,44.3,34.3123181944444,0.598862926485011,172.0813,-2.2592,6.18,5.998,0.182,-0.04,0.22,Orion_V*,"O9,5Ve,,,","O9,5",
HD 34203 , 18 Ori,"05 16 04,13416","+11 20 28,8737",05,16,04.1,79.0172256666667,1.37911075367471,+,11,20,28.9,11.3413538055556,0.197943965540534,191.295,-15.2514,5.512,5.524,-0.012,-0.01,0.00,Star,A0V,A0,
HD 34310 ,HD 34310,"05 15 24,37202","-26 56 36,6324",05,15,24.4,78.8515500833333,1.37621916925538,-,26,56,36.6,-26.943509,-0.470252944090725,229.2158,-31.9656,4.97,5.04,-0.07,-0.07,0.00,Star,B9V,B9,
HD 34557 ,HD 34557,"05 20 14,66904","+41 05 10,3522",05,20,14.7,80.061121,1.39733016428758,+,41,05,10.4,41.0862089444444,0.717089623242899,166.9899,2.2776,5.583,5.468,0.115,0.08,0.04,**,A3V,A3,
HD 34759 ,rho Aur,"05 21 48,41650","+41 48 16,4615",05,21,48.4,80.4517354166667,1.40414767196417,+,41,48,16.5,41.8045726388889,0.729627434937746,166.5652,2.927,5.073,5.2,-0.127,-0.2,0.07,SB*,B3V,B3,
HD 34787 , 16 Cam,"05 23 27,84379","+57 32 39,8326",05,23,27.8,80.8660157916667,1.41137822853431,+,57,32,39.8,57.5443979444444,1.00433921020841,153.4951,11.8821,5.23,5.25,-0.02,-0.01,-0.01,PM*,A0Vne,A0,
HD 34790 ,HD 34790,"05 21 12,68806","+29 34 11,5926",05,21,12.7,80.3028669166667,1.40154942648666,+,29,34,11.6,29.5698868333333,0.516091884683786,176.5715,-4.1237,5.71,5.67,0.04,0.02,0.02,SB*,A1Vs,A1,
HD 34868 ,HD 34868,"05 19 23,68509","-27 22 07,9814",05,19,23.7,79.848687875,1.39362250681602,-,27,22,08.0,-27.3688837222222,-0.477677133548259,229.9924,-31.2372,5.95,5.973,-0.023,-0.01,-0.01,Star,A0V,A0,
HD 34904 ,HD 34904,"05 22 50,31453","+41 01 45,3349",05,22,50.3,80.709643875,1.40864902373082,+,41,01,45.3,41.0292596944444,0.716095671323857,167.3147,2.6478,5.664,5.545,0.119,0.08,0.04,Star,A3V,A3,
HD 34968 ,HD 34968,"05 20 26,91893","-21 14 23,1516",05,20,26.9,80.1121622083333,1.39822100142719,-,21,14,23.2,-21.2397643333333,-0.370703819964324,223.3524,-29.0743,4.684,4.729,-0.045,-0.01,-0.03,V*,A0V,A0,
HD 34989 ,HD 34989,"05 21 43,56077","+08 25 42,8085",05,21,43.6,80.4315032083333,1.4037945533138,+,08,25,42.8,8.42855791666667,0.147106086840867,194.6241,-15.6075,5.656,5.779,-0.123,-0.26,0.14,*inNeb,B1V,B1,
HD 35007 ,HD 35007,"05 21 31,84424","-00 24 59,3723",05,21,31.8,80.3826843333333,1.40294250320793,-,00,24,59.4,-0.416492305555556,-0.007269162041167,202.636,-20.0937,5.535,5.654,-0.119,-0.2,0.08,SB*,B3V,B3,
HD 35299 ,HD 35299,"05 23 42,30982","-00 09 35,3507",05,23,42.3,80.9262909166667,1.41243022792261,-,00,09,35.4,-0.159819638888889,-0.002789378907959,202.6761,-19.4937,5.49,5.7,-0.21,-0.26,0.05,Star,"B1,5V","B1,5",
HD 35411 ,eta Ori,"05 24 28,61672","-02 23 49,7311",05,24,28.6,81.1192363333334,1.41579776072008,-,02,23,49.7,-2.39714752777778,-0.041838117015765,204.8657,-20.3916,3.21,3.38,-0.17,-0.3,0.13,EB*Algol,"B0,5V","B0,5",
HD 35439 ,psi01 Ori,"05 24 44,82664","+01 50 47,2039",05,24,44.8,81.1867776666667,1.41697657936793,+,01,50,47.2,1.84644552777778,0.032226553918447,200.958,-18.2892,4.701,4.873,-0.172,-0.26,0.09,Be*,B1Vpe,B1,
HD 35505 ,HD 35505,"05 24 28,48967","-16 58 32,8063",05,24,28.5,81.1187069583333,1.41578852138335,-,16,58,32.8,-16.9757795277778,-0.296283245852371,219.2464,-26.6428,5.642,5.644,-0.002,-0.01,0.01,Star,A0V,A0,
HD 35671 ,115 Tau,"05 27 10,09352","+17 57 43,9837",05,27,10.1,81.7920563333333,1.42754068499335,+,17,57,44.0,17.9622176944444,0.31349983972804,187.0657,-9.4221,5.309,5.398,-0.089,-0.16,0.07,**,B5V,B5,
HD 35770 ,116 Tau,"05 27 45,60884","+15 52 26,5814",05,27,45.6,81.9400368333333,1.43012343194709,+,15,52,26.6,15.8740503888889,0.277054444913598,188.9312,-10.4242,5.525,5.512,0.013,-0.07,0.08,Star,"B9,5Vn","B9,5",
HD 35943 ,118 Tau,"05 29 16,50008","+25 09 00,7781",05,29,16.5,82.3187503333334,1.43673322944385,+,25,09,00.8,25.1502161388889,0.438954079211827,181.2541,-5.0991,5.44,5.48,-0.04,-0.07,0.03,**,B9Vn,B9,
HD 36162 ,HD 36162,"05 30 26,16439","+15 21 37,6089",05,30,26.2,82.6090182916667,1.44179936102981,+,15,21,37.6,15.3604469166667,0.268090373273645,189.7215,-10.1518,6.037,5.94,0.097,0.08,0.02,Star,A3Vn,A3,
HD 36166 ,HD 36166,"05 29 54,77392","+01 47 21,3279",05,29,54.8,82.4782246666667,1.43951658163294,+,01,47,21.3,1.78925775,0.031228438904326,201.6734,-17.1913,5.561,5.742,-0.181,-0.24,0.06,V*,B2V,B2,
HD 36187 ,HD 36187,"05 28 15,33533","-37 13 50,7485",05,28,15.3,82.0638972083333,1.4322852033036,-,37,13,50.7,-37.2307634722222,-0.649799405621514,241.7536,-31.8343,5.586,5.562,0.024,0.02,0.00,PM*,A1V,A1,
HD 36267 , 32 Ori,"05 30 47,05091","+05 56 53,2925",05,30,47.1,82.6960454583333,1.44331827162682,+,05,56,53.3,5.94813680555556,0.103814571616002,198.0244,-14.9439,4.07,4.2,-0.13,-0.16,0.03,**,B5V,B5,
HD 36351 ,n01 Ori,"05 31 14,53183","+03 17 31,6729",05,31,14.5,82.8105492916667,1.44531674052464,+,03,17,31.7,3.29213136111111,0.057458531659551,200.4752,-16.1659,5.29,5.46,-0.17,-0.26,0.09,**,"B1,5V","B1,5",
HD 36473 , 10 Lep,"05 31 07,62809","-20 51 49,1644",05,31,07.6,82.7817837083333,1.44481468638422,-,20,51,49.2,-20.8636567777778,-0.364139504778253,223.938,-26.6084,5.543,5.533,0.01,-0.01,0.02,Star,A0V,A0,
HD 36512 ,ups Ori,"05 31 55,86019","-07 18 05,5371",05,31,55.9,82.9827507916667,1.44832222367652,-,07,18,05.5,-7.30153808333333,-0.127435880013923,210.4356,-20.983,4.36,4.62,-0.26,-0.3,0.04,V*,B0V,B0,
HD 36653 , 35 Ori,"05 33 54,28465","+14 18 20,0843",05,33,54.3,83.4761860416667,1.45693429343442,+,14,18,20.1,14.3055789722222,0.249679454469344,191.0806,-9.994,5.472,5.588,-0.116,-0.2,0.08,Star,B3V,B3,
HD 36695 ,VVV Ori,"05 33 31,44643","-01 09 21,8666",05,33,31.4,83.3810267916667,1.45527345120819,-,01,09,21.9,-1.15607405555556,-0.020177298666328,204.8371,-17.8128,5.16,5.38,-0.22,-0.26,0.04,EB*Algol,B1V,B1,
HD 36777 , 38 Ori,"05 34 16,77267","+03 46 00,8188",05,34,16.8,83.569886125,1.45856966839798,+,03,46,00.8,3.76689411111111,0.065744704812874,200.4332,-15.2724,5.388,5.332,0.056,0.05,0.01,**,A2V,A2,
HD 36862 ,lam Ori B,"05 35 08,4 ", +09 56 06         ,05,35,08.4,83.785,1.46232411378345,+,09,56,06.0,9.935,0.173398461185637,195.0514,-11.9942,5.65,5.61,0.04,-0.3,0.34,Star,"B0,5V","B0,5",
HD 36959 ,HD 36959,"05 35 01,00645","-06 00 33,3828",05,35,01.0,83.7541935416667,1.46178643965465,-,06,00,33.4,-6.009273,-0.104881599501197,209.567,-19.7206,5.44,5.67,-0.23,-0.26,0.03,YSO,B1Vv,B1,
HD 36960 ,HD 36960,"05 35 02,68074","-06 00 07,3036",05,35,02.7,83.76116975,1.46190819745938,-,06,00,07.3,-6.00202877777778,-0.104755163971673,209.5634,-19.7111,4.53,4.78,-0.25,-0.3,0.05,Star,"B0,5V","B0,5",
HD 37018 ,c Ori,"05 35 23,16427","-04 50 18,0881",05,35,23.2,83.8465177916667,1.46339780179659,-,04,50,18.1,-4.83835780555556,-0.084445274096512,208.5037,-19.1092,4.404,4.591,-0.187,-0.26,0.07,YSO,B1V,B1,
HD 37041 ,tet02 Ori A,"05 35 22,90115","-05 24 57,8207",05,35,22.9,83.8454214583333,1.46337866717022,-,05,24,57.8,-5.41606130555556,-0.094528102271807,209.0485,-19.3722,4.98,5.08,-0.1,-0.04,-0.06,SB*,"O9,5Vpe","O9,5",
HD 37209 ,HD 37209,"05 36 35,69332","-06 03 53,1086",05,36,35.7,84.1487221666667,1.46867226315427,-,06,03,53.1,-6.06475238888889,-0.105849897504303,209.8065,-19.3949,5.5,5.72,-0.22,-0.26,0.04,**,B1V,B1,
HD 37269 , 26 Aur,"05 38 38,08510","+30 29 32,7054",05,38,38.1,84.6586879166667,1.47757284456417,+,30,29,32.7,30.4924181666667,0.532193093903267,177.8779,-0.4677,5.815,5.403,0.412,-0.07,0.48,**,"B9,5V+,,,","B9,5",
HD 37468 ,sig Ori,"05 38 44,77934","-02 36 00,1186",05,38,44.8,84.6865805833333,1.47805966343467,-,02,36,00.1,-2.60003294444444,-0.045379135540878,206.8163,-17.3359,3.56,3.8,-0.24,-0.04,-0.20,YSO,"O9,5V","O9,5",
HD 37507 ,d Ori,"05 38 53,08296","-07 12 46,1838",05,38,53.1,84.721179,1.47866351972148,-,07,12,46.2,-7.21282883333333,-0.125887611524448,211.1648,-19.3977,4.93,4.8,0.13,0.12,0.01,SB*,A4V,A4,
HD 37594 ,HD 37594,"05 39 31,15049","-03 33 52,9344",05,39,31.2,84.8797937083333,1.48143186862398,-,03,33,52.9,-3.564704,-0.062215821659012,207.8068,-17.6103,6.249,5.987,0.262,0.27,-0.01,Star,A8Vs,A8,
HD 37717 ,HD 37717,"05 38 43,52561","-40 42 26,3223",05,38,43.5,84.6813567083333,1.4779684896162,-,40,42,26.3,-40.70731175,-0.710476619673275,246.205,-30.5217,5.727,5.804,-0.077,-0.11,0.03,Star,B8V,B8,
HD 38091 , 26 Cam,"05 46 30,38987","+56 06 56,0708",05,46,30.4,86.6266244583333,1.51191981668657,+,56,06,56.1,56.1155752222222,0.979401549278326,156.3941,13.8769,6.08,5.931,0.149,0.12,0.03,PM*,A4Vn,A4,
HD 38104 ,omi Aur,"05 45 54,04306","+49 49 34,6097",05,45,54.0,86.4751794166667,1.50927660207366,+,49,49,34.6,49.8262804722222,0.869632648262432,161.979,10.7464,5.503,5.461,0.042,0.05,-0.01,Star,"A2Vp,,,",A2,
HD 38170 ,VWZ Col,"05 42 15,19445","-34 40 04,1277",05,42,15.2,85.5633102083333,1.49336148204069,-,34,40,04.1,-34.66781325,-0.605067485679016,239.6197,-28.4895,5.253,5.285,-0.032,-0.07,0.04,RotV*alf2CVn,"B9,5V","B9,5",
HD 38206 ,HD 38206,"05 43 21,67057","-18 33 26,9175",05,43,21.7,85.8402940416667,1.49819576190715,-,18,33,26.9,-18.5574770833333,-0.32388907596756,222.7407,-23.0832,5.719,5.73,-0.011,-0.01,0.00,Star,A0V,A0,
HD 38545 ,131 Tau,"05 47 13,15363","+14 29 17,9674",05,47,13.2,86.8048067916667,1.51502968507212,+,14,29,18.0,14.4883242777778,0.252868961743852,192.6008,-7.1359,5.798,5.725,0.073,0.08,-0.01,**,A3Vn,A3,
HD 38666 ,mu. Col,"05 45 59,89496","-32 18 23,1630",05,45,59.9,86.4995623333333,1.50970216425073,-,32,18,23.2,-32.3064341666667,-0.563853645787124,237.2862,-27.1021,4.889,5.148,-0.259,-0.04,-0.22,V*,"O9,5V","O9,5",
HD 38710 , 52 Ori,"05 48 00,23160","+06 27 14,9448",05,48,00.2,87.000965,1.51845329166235,+,06,27,14.9,6.45415133333333,0.112646191188649,199.751,-10.9763,5.51,5.3,0.21,0.15,0.06,**,A5V,A5,
HD 3901  ,ksi Cas,"00 42 03,89542","+50 30 45,0915",00,42,03.9,10.5162309166667,0.183542854395855,+,50,30,45.1,50.5125254166667,0.881609882018154,121.4069,-12.3315,4.681,4.797,-0.116,-0.24,0.12,SB*,B2V,B2,
HD 39014 ,del Dor,"05 44 46,37811","-65 44 07,9011",05,44,46.4,86.193242125,1.50435586804992,-,65,44,07.9,-65.7355280833333,-1.14730140059136,275.4741,-31.3721,4.56,4.35,0.21,0.2,0.01,Star,A7V,A7,
HD 39060 ,bet Pic,"05 47 17,08769","-51 03 59,4412",05,47,17.1,86.8211987083333,1.51531577798866,-,51,03,59.4,-51.0665114444444,-0.89127876221292,258.3638,-30.6117,4.029,3.861,0.168,0.17,0.00,PM*,A6V,A6,
HD 39190 ,HD 39190,"05 49 53,50011","-22 58 18,7450",05,49,53.5,87.472917125,1.52669041015538,-,22,58,18.7,-22.9718736111111,-0.400934829865888,227.8171,-23.2893,5.917,5.866,0.051,0.02,0.03,Star,A1V,A1,
HD 39220 , 31 Cam,"05 54 57,82770","+59 53 18,1229",05,54,57.8,88.74094875,1.54882173703105,+,59,53,18.1,59.8883674722222,1.04524919603455,153.4405,16.5909,5.2,5.2,0,0.05,-0.05,EB*betLyr,A2V,A2,
HD 39283 ,ksi Aur,"05 54 50,78082","+55 42 25,0084",05,54,50.8,88.71158675,1.54830927345608,+,55,42,25.0,55.7069467777778,0.972269637505469,157.3262,14.7234,5.019,4.968,0.051,0.05,0.00,Star,A2V,A2,
HD 39357 ,136 Tau,"05 53 19,64606","+27 36 44,1378",05,53,19.6,88.3318585833333,1.54168176668518,+,27,36,44.1,27.6122605,0.481924859643376,182.0081,0.7746,4.549,4.557,-0.008,-0.01,0.00,SB*,A0V,A0,
HD 39421 ,HD 39421,"05 52 07,72896","-09 02 30,8424",05,52,07.7,88.032204,1.53645180758732,-,09,02,30.8,-9.04190066666667,-0.157810937271604,214.4097,-17.2525,6.047,5.964,0.083,0.05,0.03,Star,A2Vn,A2,
HD 39698 , 57 Ori,"05 54 56,68747","+19 44 58,6058",05,54,56.7,88.7361977916667,1.54873881716551,+,19,44,58.6,19.7496127222222,0.344695767996538,188.98,-2.8837,5.758,5.901,-0.143,-0.24,0.10,SB*,B2V,B2,
HD 39764 ,lam Col,"05 53 06,88101","-33 48 04,9079",05,53,06.9,88.278670875,1.54075346605317,-,33,48,04.9,-33.8013633055556,-0.589945081344739,239.3612,-26.0943,4.733,4.863,-0.13,-0.16,0.03,EllipVar,B5V,B5,
HD 39844 ,eps Dor,"05 49 53,52107","-66 54 04,2787",05,49,53.5,87.4730044583333,1.5266919344096,-,66,54,04.3,-66.9011885277778,-1.16764601330718,276.8042,-30.8017,4.965,5.091,-0.126,-0.14,0.01,V*,B6V,B6,
HD 40446 , 60 Ori,"05 58 49,57219","+00 33 10,7200",05,58,49.6,89.7065507916667,1.56567467192211,+,00,33,10.7,0.552977777777778,0.009651282912584,206.3505,-11.4263,5.232,5.213,0.019,0.02,0.00,Star,A1Vs,A1,
HD 4058  ,pi. Cas,"00 43 28,07045","+47 01 28,3694",00,43,28.1,10.8669602083333,0.189664235318625,+,47,01,28.4,47.0245470555556,0.82073317537845,121.5203,-15.8254,5.123,4.959,0.164,0.15,0.01,SB*,A5V,A5,
HD 40932A,mu. Ori A,"06 02 23,00"," +09 38 50,2      ",06,02,23.0,90.5958333333333,1.5811955802547,+,09,38,50.2,9.64727777777778,0.168376761076704,198.6836,-6.3127,4.3,4.1,0.2,0.02,0.18,SB*,A1Vm,A1,
HD 40953 ,kap Men,"05 50 16,78640","-79 21 40,9076",05,50,16.8,87.5699433333334,1.52838383695153,-,79,21,40.9,-79.3613632222222,-1.38511708709891,291.1329,-29.4374,5.384,5.451,-0.067,-0.07,0.00,PM*,B9V,B9,
HD 41040 , 64 Ori,"06 03 27,36610","+19 41 26,0221",06,03,27.4,90.8640254166667,1.58587641513665,+,19,41,26.0,19.6905616944444,0.343665133135128,190.0283,-1.1755,5.039,5.135,-0.096,-0.11,0.01,SB*,B8V,B8,
HD 41335 ,HD 41335,"06 04 13,50144","-06 42 32,1775",06,04,13.5,91.056256,1.58923147173884,-,06,42,32.2,-6.70893819444444,-0.117093060805859,213.6002,-13.5369,5.172,5.251,-0.079,-0.24,0.16,Be*,B2Vne,B2,
HD 4142  ,HD 4142,"00 44 26,19215","+47 51 50,3430",00,44,26.2,11.1091339583333,0.193890964618027,+,47,51,50.3,47.8639841666667,0.835384116830768,121.7163,-14.9912,5.534,5.646,-0.112,-0.16,0.05,Star,B5V,B5,
HD 41534 , 72 Col,"06 04 20,26523","-32 10 20,7383",06,04,20.3,91.0844384583333,1.58972334842806,-,32,10,20.7,-32.1724273055556,-0.561514784840473,238.4256,-23.3614,5.449,5.631,-0.182,-0.24,0.06,PM*,"B2,5V","B2,5",
HD 41695 ,tet Lep,"06 06 09,32339","-14 56 06,9188",06,06,09.3,91.5388474583333,1.59765428162876,-,14,56,06.9,-14.9352552222222,-0.260669378253455,221.5086,-16.6379,4.714,4.669,0.045,-0.01,0.06,Star,A0V,A0,
HD 41753 ,nu. Ori,"06 07 34,32588","+14 46 06,5061",06,07,34.3,91.8930245,1.60383583714082,+,14,46,06.5,14.7684739166667,0.257758495340737,194.8064,-2.7212,4.25,4.403,-0.153,-0.2,0.05,SB*,B3V,B3,
HD 41759 ,HD 41759,"06 05 27,17874","-35 30 49,1295",06,05,27.2,91.36324475,1.59458943619292,-,35,30,49.1,-35.5136470833333,-0.619830070995447,241.98,-24.1584,5.822,5.797,0.025,0.02,0.01,Star,A1V,A1,
HD 41841 ,HD 41841,"06 06 32,09651","-23 06 39,0324",06,06,32.1,91.6337354583333,1.59931038964939,-,23,06,39.0,-23.1108423333333,-0.403360291625955,229.4586,-19.7753,5.53,5.462,0.068,0.05,0.02,Star,A2V,A2,
HD 41843 ,HD 41843,"06 06 05,53938","-29 45 31,0395",06,06,05.5,91.52308075,1.59737910065614,-,29,45,31.0,-29.7586220833333,-0.51938593621086,236.0814,-22.2222,5.827,5.789,0.038,0.02,0.02,Star,A1V,A1,
HD 42111 ,HD 42111,"06 08 57,90421","+02 29 58,8926",06,08,57.9,92.2412675416667,1.60991382481506,+,02,29,58.9,2.49969238888889,0.043627862473154,205.8061,-8.2764,5.751,5.688,0.063,0.08,-0.02,Star,A3Vn,A3,
HD 42126J, 41 Aur,"06 11 36,59169","+48 42 39,5532",06,11,36.6,92.902465375,1.62145390401378,+,48,42,39.6,48.710987,0.850167105046155,164.9735,13.9502,5.88,5.78,0.1,0.08,0.02,**,"A3V+,,,",A3,
HD 4222  ,HD 4222,"00 45 17,17380","+55 13 17,0280",00,45,17.2,11.3215575,0.197598454828858,+,55,13,17.0,55.2213966666667,0.963795189383156,122.0469,-7.6398,5.434,5.414,0.02,0.05,-0.03,Star,A2Vs,A2,
HD 42301 ,HD 42301,"06 08 57,86539","-22 25 38,6780",06,08,57.9,92.2411057916667,1.60991100174499,-,22,25,38.7,-22.4274105555556,-0.391432156890976,229.0109,-18.9992,5.479,5.482,-0.003,-0.01,0.01,Star,A0V,A0,
HD 42303 ,pi.02 Col,"06 07 52,85895","-42 09 14,5489",06,07,52.9,91.970245625,1.60518360002416,-,42,09,14.5,-42.1540413611111,-0.735726814773261,249.1638,-25.5097,5.504,5.498,0.006,-0.01,0.02,**,A0V,A0,
HD 42509 , 68 Ori,"06 12 01,34009","+19 47 25,9463",06,12,01.3,93.0055837083333,1.62325365844961,+,19,47,25.9,19.7905406388889,0.345410094898353,190.921,0.6345,5.705,5.753,-0.048,-0.07,0.02,Star,"B9,5V","B9,5",
HD 42525 ,eta01 Dor,"06 06 09,38182","-66 02 22,6387",06,06,09.4,91.5390909166667,1.59765853077827,-,66,02,22.6,-66.0396218611111,-1.15260883824841,275.7956,-29.1854,5.687,5.697,-0.01,-0.01,0.00,Star,A0V,A0,
HD 42545 ,f01 Ori,"06 12 03,27955","+16 07 49,4614",06,12,03.3,93.0136647916667,1.62339469996091,+,16,07,49.5,16.1304059444444,0.28152869341382,194.1344,-1.118,4.813,4.947,-0.134,-0.16,0.03,Be*,B5Vn,B5,
HD 42690 ,HD 42690,"06 11 51,81457","-06 33 01,0327",06,11,51.8,92.9658940416667,1.62256094308726,-,06,33,01.0,-6.55028686111111,-0.114324072676513,214.3186,-11.7672,4.857,5.046,-0.189,-0.24,0.05,Star,B2V,B2,
HD 42818 ,HD 42818,"06 18 50,77630","+69 19 11,2310",06,18,50.8,94.7115679166667,1.65302869987206,+,69,19,11.2,69.3197863888889,1.20985850926526,145.1594,22.4612,4.783,4.762,0.021,-0.01,0.03,PM*,A0Vn,A0,
HD 43107 ,nu. Dor,"06 08 44,26199","-68 50 36,2797",06,08,44.3,92.1844249583333,1.60892173458055,-,68,50,36.3,-68.8434110277778,-1.2015441907385,279.0094,-28.9961,4.986,5.044,-0.058,-0.11,0.05,PM*,B8V,B8,
HD 43112 ,HD 43112,"06 15 08,47250","+13 51 03,9607",06,15,08.5,93.7853020833333,1.63686231133166,+,13,51,04.0,13.8511001944444,0.241747303416682,196.4932,-1.554,5.67,5.891,-0.221,-0.26,0.04,Star,B1V,B1,
HD 43153 ,f02 Ori,"06 15 25,12824","+16 08 35,4219",06,15,25.1,93.854701,1.63807355092481,+,16,08,35.4,16.14317275,0.281751516205727,194.5099,-0.4025,5.226,5.327,-0.101,-0.13,0.03,Star,B7V,B7,
HD 43157 ,HD 43157,"06 14 36,70297","-04 34 06,4392",06,14,36.7,93.6529290416667,1.6345519659137,-,04,34,06.4,-4.56845533333333,-0.079734587296962,212.8251,-10.2684,5.667,5.82,-0.153,-0.16,0.01,Star,B5V,B5,
HD 43378 ,2 Lyn,"06 19 37,38458","+59 00 39,4683",06,19,37.4,94.9057690833333,1.65641814964161,+,59,00,39.5,59.0109634166667,1.02993560639476,155.5939,19.1166,4.476,4.446,0.03,0.05,-0.02,EB*,A2Vs,A2,
HD 43445 ,HD 43445,"06 15 44,88569","-13 43 06,2928",06,15,44.9,93.9370237083334,1.63951035323439,-,13,43,06.3,-13.7184146666667,-0.239431504087214,221.3692,-14.0184,4.924,4.998,-0.074,-0.07,0.00,Star,B9V,B9,
HD 43525 ,l Ori,"06 17 06,62041","+09 56 32,5997",06,17,06.6,94.2775850416667,1.64545426980604,+,09,56,32.6,9.94238880555556,0.173527420170371,200.165,-2.9855,5.499,5.399,0.1,0.05,0.05,PM*,A2V,A2,
HD 43940 ,HD 43940,"06 17 09,56816","-37 15 12,5961",06,17,09.6,94.2898673333333,1.64566863623531,-,37,15,12.6,-37.2534989166667,-0.650196213983975,244.5557,-22.4319,6.02,5.88,0.14,0.05,0.09,**,A2V,A2,
HD 44112 ,7 Mon,"06 19 42,79890","-07 49 22,4730",06,19,42.8,94.92832875,1.65681189010309,-,07,49,22.5,-7.82290916666667,-0.136535522042779,216.3616,-10.5868,5.072,5.246,-0.174,-0.24,0.07,**,"B2,5V","B2,5",
HD 44323 ,HD 44323,"06 19 40,95612","-34 23 47,7288",06,19,41.0,94.9206505,1.6566778793598,-,34,23,47.7,-34.3965913333333,-0.600333770229612,241.8138,-21.0401,5.671,5.75,-0.079,-0.07,-0.01,Star,B9V,B9,
HD 44402 ,zet CMa,"06 20 18,79204","-30 03 48,1202",06,20,18.8,95.0783001666667,1.65942938510781,-,30,03,48.1,-30.0633667222222,-0.524704733537273,237.522,-19.4336,2.83,3,-0.17,-0.24,0.07,Cepheid,"B2,5V","B2,5",
HD 44458 ,HD 44458,"06 21 24,71513","-11 46 23,6627",06,21,24.7,95.3529797083333,1.66422344749776,-,11,46,23.7,-11.7732396388889,-0.205481795324919,220.1705,-11.9384,5.563,5.585,-0.022,-0.26,0.24,Be*,B1Vpe,B1,
HD 44506 ,HD 44506,"06 20 36,23946","-34 08 38,9177",06,20,36.2,95.15099775,1.66069819729522,-,34,08,38.9,-34.1441438055556,-0.595927729681372,241.6261,-20.7771,5.346,5.525,-0.179,-0.26,0.08,Be*,"B1,5Ve","B1,5",
HD 44691 ,VRR Lyn,"06 26 25,83570","+56 17 06,3452",06,26,25.8,96.60764875,1.68612155329768,+,56,17,06.3,56.2850958888889,0.982360243061836,158.6316,18.9956,5.76,5.54,0.22,0.08,0.14,EB*Algol,A3Vm,A3,
HD 45320 ,HD 45320,"06 26 39,58599","-01 30 26,4110",06,26,39.6,96.664941625,1.68712150260437,-,01,30,26.4,-1.50733638888889,-0.026307982921233,211.4463,-6.1998,5.94,5.874,0.066,0.08,-0.01,Star,A3Vn,A3,
HD 45546 , 10 Mon,"06 27 57,56865","-04 45 43,7529",06,27,57.6,96.989869375,1.69279256167297,-,04,45,43.8,-4.76215358333333,-0.083115259514813,214.5161,-7.3862,4.864,5.035,-0.171,-0.24,0.07,PulsV*bCep,B2V,B2,
